data,3.9782428800000003
team,1.2927549699999998
experience,1.2582799199999999
art,0.69122635
big,0.6066696199999999
big_data,0.5638967899999999
data_scientist,0.46918043
solution,0.46778361000000007
analytics,0.41928307000000004
skills,0.3941051
customers,0.38839296
problems,0.36915959
development,0.36246285000000006
design,0.35521695999999997
knowledge,0.34017980000000003
software,0.29249298
technologies,0.25954957000000006
idea,0.25457156
scientists,0.24957296999999998
teams,0.24587651
systems,0.23769888000000003
senior,0.21295437000000003
sets,0.20786121999999999
engineers,0.20194803
based,0.19912293
management,0.18554470000000003
data_analysis,0.18170067999999998
requirements,0.17486558
projects,0.17283331000000002
highly,0.16735018999999998
data_science,0.1668624
marketing,0.16128682000000003
responsibilities,0.16074902
innovative,0.15062059000000003
network,0.13996184
dynamic,0.13627262
implementing,0.13286739
data_analyst,0.12373694
technology,0.12017633000000001
scientists_engineers,0.11764706
data_team,0.11758591000000002
international,0.1159614
experts,0.11387613
experiments,0.11344425
implementation,0.10390342
including,0.09585483
communication,0.09376771999999998
data_scientists,0.09109107
analytics_team,0.08707267
active,0.08624499999999999
business_problems,0.08599166
software_developer,0.08255319
randd,0.08246914
partners,0.08105006999999999
data_sets,0.07874141999999999
data_mining_techniques,0.07769145
statistics_machine,0.07018371000000001
delivery,0.06809783
activities,0.06781605
germany,0.06200848
peer,0.06129267
java_developer,0.0612766
edge_machine,0.05882353
youll_power_decisions_core_lendup_lending_growth_ops,0.05882353
queues_databases,0.05882353
shape_security_individuals,0.05882353
youll_chance_endtoend_models_prototype_algorithms_touch,0.05882353
solutions_experiment,0.05882353
models_duties,0.05882353
range_logs,0.05882353
hacks_design_architectures_tens_millions_americans_banks,0.05882353
ideas_ceo_wrangle_data_solutions_speed_scale_play_memcache,0.05882353
amounts_complex_data,0.05882353
contribute,0.05503287
online_hotel_reservation_andor_support_companies_support_business,0.05394053
hotel_markets,0.05394053
user_experience,0.05128205
customers_business,0.05
existing,0.04873422
advertising_campaigns,0.04803257
academic,0.04459287
experience_area,0.044208670000000005
internal,0.044123340000000004
customers_experience,0.04166666
data_analytics,0.04102034
link_data,0.040263110000000005
technologies_computer_science_chance,0.04
years_pay,0.04
edge_randd_organisation,0.04
edge_offices,0.04
market_offer,0.04
industry_market_segments,0.04
term_development,0.04
data_java_hadoop_optimus,0.04
randd_leader_builds_products_cross,0.04
heart_munich_pay,0.04
city_munich_role_engineer_challenges,0.04
expert_knowledge,0.03859285
data_consultant,0.03846154
tasks_test_solution,0.03846154
data_projects,0.03846154
data_science_expert,0.03846154
data_solutions_clients,0.03846154
modeling_machine,0.038098690000000004
implementing_data,0.0369519
data_models,0.03549831
master_data_attributes_standardization_quality_assurance,0.03448276
kpis_mcgregor_fashion_role,0.03448276
governance_quality_assurance_master_data_field_microsoft_dynamics_ax_hfm_objects,0.03448276
responsibility_data_governance_stewardship_standardization_improvements,0.03448276
data_governance_data_stewardship,0.03448276
analysis_business_data_requests,0.03448276
report_bi_manager_key_kpi_dashboard_team_role_master_data_officer,0.03448276
themaster_data_officeris,0.03448276
companys_master_data_scale_responsibilities,0.03448276
ways_link_data_processes_systems_organization,0.03448276
perks_benefits,0.03399123
knowledge_mysql_education_level_sc,0.03310719
cpc_bid_campaigns,0.03310719
data_analysis_requests,0.03310719
skills_experience_experience,0.03310719
language_data_manipulation_visualization,0.03310719
data_party_data,0.03310719
data_extraction,0.03310719
software_development,0.0323532
data_management,0.03199522
data_problems_ideal_candidate,0.03125
python_data_scientist_client,0.03125
team_data_scientists_researchers_data_scientist,0.03125
skills_mathematics_statistics,0.03125
python_experience_role,0.03125
data_team_lead,0.03125
data_perspectives,0.03125
knowledge_experience,0.0300905
team_player,0.02903616
